,Iteration Count,Input Expression,Current Cost,Expand ?	,Expression to Process,selected_rand_comb,Rand El 1,Rand El 2,Matched Variable,Loop Reduced Expression,law_replace,New Expression,"New Cost"
135,135,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
136,136,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
137,137,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
138,138,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
139,139,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
140,140,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
141,141,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
142,142,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
143,143,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
144,144,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
145,145,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
146,146,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
147,147,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
148,148,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
149,149,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
150,150,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
151,151,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
152,152,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
153,153,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
154,154,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
155,155,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
156,156,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
157,157,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
158,158,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
159,159,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
160,160,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
161,161,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
162,162,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
163,163,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
164,164,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
165,165,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
166,166,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
167,167,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
168,168,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
169,169,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
170,170,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
171,171,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
172,172,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
173,173,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
174,174,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
175,175,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
176,176,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
177,177,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
178,178,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
179,179,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
180,180,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
181,181,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
182,182,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
183,183,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
184,184,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
185,185,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
186,186,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
187,187,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
188,188,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
189,189,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
190,190,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
191,191,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
192,192,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
193,193,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
194,194,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
195,195,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
196,196,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
197,197,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
198,198,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
199,199,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
200,200,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
201,201,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
202,202,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
203,203,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
204,204,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
205,205,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
206,206,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
207,207,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
208,208,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
209,209,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
210,210,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
211,211,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
212,212,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
213,213,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
214,214,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
215,215,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
216,216,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
217,217,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
218,218,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
219,219,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
220,220,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
221,221,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
222,222,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
223,223,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
224,224,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
225,225,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
226,226,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
227,227,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
228,228,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
229,229,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
230,230,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
231,231,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
232,232,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
233,233,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
234,234,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
235,235,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
236,236,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
237,237,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
238,238,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
239,239,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
240,240,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
241,241,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
242,242,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
243,243,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
244,244,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
245,245,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
246,246,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
247,247,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
248,248,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
249,249,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
250,250,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
251,251,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
252,252,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
253,253,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
254,254,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
255,255,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
256,256,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
257,257,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
258,258,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
259,259,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
260,260,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
261,261,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
262,262,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
263,263,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
264,264,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
265,265,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
266,266,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
267,267,a'b'c'+a(b'c+c'),7,False,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
268,268,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
269,269,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
270,270,a'b'c'+a(b'c+c'),7,True,a'b'c'+a(b'c+c'),M0M1,a'b'c',a(b'c+c'),,,,a'b'c'+a(b'c+c'),7
